food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
BASE_0038,Sushi Salmon,Western mains,70,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,14.4,13.0,15.8,Medium,0.75,100,20.6,Distinct base dish; GI/GL computed from rice_bowl recipe anchor.
BASE_0039,French Fries,Western sides,64,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,22.4,20.2,24.6,High,0.75,100,35.0,Distinct base dish; GI/GL computed from fries recipe anchor.
BASE_0040,Peri Peri Fries,Western sides,64,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,22.4,20.2,24.6,High,0.75,100,35.0,Distinct base dish; GI/GL computed from fries recipe anchor.
BASE_0041,Potato Wedges,Western sides,64,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,22.4,20.2,24.6,High,0.75,100,35.0,Distinct base dish; GI/GL computed from fries recipe anchor.
BASE_0042,Hash Brown,Western sides,64,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,22.4,20.2,24.6,High,0.75,100,35.0,Distinct base dish; GI/GL computed from fries recipe anchor.
BASE_0043,Baked Potato,Western sides,78,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,16.4,14.8,18.0,Medium,0.75,100,21.0,Distinct base dish; GI/GL computed from potato recipe anchor.
BASE_0044,Mashed Potato,Western sides,78,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,16.4,14.8,18.0,Medium,0.75,100,21.0,Distinct base dish; GI/GL computed from potato recipe anchor.
BASE_0045,Onion Rings,Western sides,64,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,22.4,20.2,24.6,High,0.75,100,35.0,Distinct base dish; GI/GL computed from fries recipe anchor.
BASE_0046,Chicken Nuggets,Western sides,64,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,22.4,20.2,24.6,High,0.75,100,35.0,Distinct base dish; GI/GL computed from fries recipe anchor.
BASE_0047,Fish Fingers,Western sides,57,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,20.0,18.0,22.0,Medium,0.75,100,35.0,Distinct base dish; GI/GL computed from fries recipe anchor.
BASE_0048,Corn Flakes with Milk,Western breakfast,75,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,21.2,19.1,23.3,High,0.75,100,28.2,Distinct base dish; GI/GL computed from cereal recipe anchor.
BASE_0049,Choco Flakes with Milk,Western breakfast,57,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,16.1,14.5,17.7,Medium,0.75,100,28.2,Distinct base dish; GI/GL computed from cereal recipe anchor.
BASE_0050,Granola with Milk,Western breakfast,75,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,21.2,19.1,23.3,High,0.75,100,28.2,Distinct base dish; GI/GL computed from cereal recipe anchor.
BASE_0051,Oats Porridge,Western breakfast,55,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,6.6,5.9,7.3,Low,0.75,100,12.0,Distinct base dish; GI/GL computed from oats recipe anchor.
BASE_0052,Pancake,Western breakfast,65,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,24.0,21.6,26.4,High,0.75,100,37.0,Distinct base dish; GI/GL computed from cake recipe anchor.
BASE_0053,Waffle,Western breakfast,65,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,24.0,21.6,26.4,High,0.75,100,37.0,Distinct base dish; GI/GL computed from cake recipe anchor.
BASE_0054,Croissant,Western breakfast,60,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,22.2,20.0,24.4,High,0.75,100,37.0,Distinct base dish; GI/GL computed from cake recipe anchor.
BASE_0055,Chocolate Cake,Western desserts,65,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,24.0,21.6,26.4,High,0.75,100,37.0,Distinct base dish; GI/GL computed from cake recipe anchor.
BASE_0056,Vanilla Cake,Western desserts,65,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,24.0,21.6,26.4,High,0.75,100,37.0,Distinct base dish; GI/GL computed from cake recipe anchor.
BASE_0057,Chocolate Brownie,Western desserts,60,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,22.1,19.9,24.3,High,0.75,100,36.8,Distinct base dish; GI/GL computed from brownie recipe anchor.
BASE_0058,Brownie with Ice Cream,Western desserts,60,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,22.1,19.9,24.3,High,0.75,100,36.8,Distinct base dish; GI/GL computed from brownie recipe anchor.
BASE_0059,Cheesecake,Western desserts,65,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,24.0,21.6,26.4,High,0.75,100,37.0,Distinct base dish; GI/GL computed from cake recipe anchor.
BASE_0060,Donut Glazed,Western desserts,76,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,29.4,26.5,32.3,High,0.75,100,38.7,Distinct base dish; GI/GL computed from donut recipe anchor.
BASE_0061,Donut Chocolate,Western desserts,76,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,29.4,26.5,32.3,High,0.75,100,38.7,Distinct base dish; GI/GL computed from donut recipe anchor.
BASE_0062,Cupcake,Western desserts,65,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,24.0,21.6,26.4,High,0.75,100,37.0,Distinct base dish; GI/GL computed from cake recipe anchor.
BASE_0063,Muffin,Western desserts,60,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,22.2,20.0,24.4,High,0.75,100,37.0,Distinct base dish; GI/GL computed from cake recipe anchor.
BASE_0064,Ice Cream Vanilla,Western desserts,55,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,12.9,11.6,14.2,Medium,0.75,100,23.5,Distinct base dish; GI/GL computed from icecream recipe anchor.
BASE_0065,Ice Cream Chocolate,Western desserts,65,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,15.3,13.8,16.8,Medium,0.75,100,23.5,Distinct base dish; GI/GL computed from icecream recipe anchor.
BASE_0066,Soft Drink Cola,Western beverages,65,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,7.5,6.8,8.2,Low,0.75,100,11.5,Distinct base dish; GI/GL computed from coffee_sweet recipe anchor.
BASE_0067,Soft Drink Orange,Western beverages,65,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,7.5,6.8,8.2,Low,0.75,100,11.5,Distinct base dish; GI/GL computed from coffee_sweet recipe anchor.
BASE_0068,Cold Coffee Sweetened,Western beverages,45,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,5.2,4.7,5.7,Low,0.75,100,11.5,Distinct base dish; GI/GL computed from coffee_sweet recipe anchor.
BASE_0069,Cold Coffee Unsweetened,Western beverages,30,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,1.4,1.3,1.5,Low,0.75,100,4.5,Distinct base dish; GI/GL computed from coffee_plain recipe anchor.
BASE_0070,Cappuccino Unsweetened,Western beverages,30,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,1.4,1.3,1.5,Low,0.75,100,4.5,Distinct base dish; GI/GL computed from coffee_plain recipe anchor.
BASE_0071,Latte Unsweetened,Western beverages,30,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,1.4,1.3,1.5,Low,0.75,100,4.5,Distinct base dish; GI/GL computed from coffee_plain recipe anchor.
BASE_0072,Milkshake Chocolate,Western beverages,65,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,10.4,9.4,11.4,Medium,0.75,100,16.0,Distinct base dish; GI/GL computed from milkshake recipe anchor.
BASE_0073,Milkshake Vanilla,Western beverages,55,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,8.8,7.9,9.7,Low,0.75,100,16.0,Distinct base dish; GI/GL computed from milkshake recipe anchor.
BASE_0074,Hot Chocolate,Western beverages,65,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,10.4,9.4,11.4,Medium,0.75,100,16.0,Distinct base dish; GI/GL computed from milkshake recipe anchor.
BASE_0075,Iced Tea Sweetened,Western beverages,65,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,7.5,6.8,8.2,Low,0.75,100,11.5,Distinct base dish; GI/GL computed from coffee_sweet recipe anchor.
BASE_0076,Focaccia Bread,Western mains,57,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,17.8,16.0,19.6,Medium,0.72,100,31.2,Distinct base dish; GI/GL computed from sandwich recipe anchor.
BASE_0077,Garlic Bread,Western mains,57,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,17.8,16.0,19.6,Medium,0.72,100,31.2,Distinct base dish; GI/GL computed from sandwich recipe anchor.
BASE_0078,Panini Veg,Western mains,57,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,17.8,16.0,19.6,Medium,0.72,100,31.2,Distinct base dish; GI/GL computed from sandwich recipe anchor.
BASE_0079,Panini Chicken,Western mains,57,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,17.8,16.0,19.6,Medium,0.72,100,31.2,Distinct base dish; GI/GL computed from sandwich recipe anchor.
BASE_0080,Flatbread Sandwich,Western mains,57,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,17.8,16.0,19.6,Medium,0.72,100,31.2,Distinct base dish; GI/GL computed from sandwich recipe anchor.
BASE_0081,Stuffed Crust Pizza,Western mains,58,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,14.3,12.9,15.7,Medium,0.72,100,24.7,Distinct base dish; GI/GL computed from pizza recipe anchor.
BASE_0082,Sicilian Pizza,Western mains,58,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,14.3,12.9,15.7,Medium,0.72,100,24.7,Distinct base dish; GI/GL computed from pizza recipe anchor.
BASE_0083,Neapolitan Pizza,Western mains,58,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,14.3,12.9,15.7,Medium,0.72,100,24.7,Distinct base dish; GI/GL computed from pizza recipe anchor.
BASE_0084,Udon Noodles,Western mains,45,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,8.8,7.9,9.7,Low,0.72,100,19.5,Distinct base dish; GI/GL computed from noodles recipe anchor.
BASE_0085,Soba Noodles,Western mains,45,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,8.8,7.9,9.7,Low,0.72,100,19.5,Distinct base dish; GI/GL computed from noodles recipe anchor.
BASE_0086,Potato Skins,Western mains,78,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,16.4,14.8,18.0,Medium,0.72,100,21.0,Distinct base dish; GI/GL computed from potato recipe anchor.
BASE_0087,Loaded Potato,Western mains,78,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,16.4,14.8,18.0,Medium,0.72,100,21.0,Distinct base dish; GI/GL computed from potato recipe anchor.
BASE_0088,Blondie Dessert,Western mains,57,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,21.1,19.0,23.2,High,0.72,100,37.0,Distinct base dish; GI/GL computed from cake recipe anchor.
BASE_0089,Chocolate Mousse,Western mains,65,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,24.0,21.6,26.4,High,0.72,100,37.0,Distinct base dish; GI/GL computed from cake recipe anchor.
BASE_0090,Danish Pastry,Western mains,60,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,22.2,20.0,24.4,High,0.72,100,37.0,Distinct base dish; GI/GL computed from cake recipe anchor.
BASE_0091,Eclair,Western mains,60,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,22.2,20.0,24.4,High,0.72,100,37.0,Distinct base dish; GI/GL computed from cake recipe anchor.
BASE_0092,Protein Bar Sweetened,Western mains,57,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,21.1,19.0,23.2,High,0.72,100,37.0,Distinct base dish; GI/GL computed from cake recipe anchor.
BASE_0093,Cereal Bar,Western mains,75,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,27.8,25.0,30.6,High,0.72,100,37.0,Distinct base dish; GI/GL computed from cake recipe anchor.
BASE_0094,Breakfast Sandwich,Western mains,57,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,17.8,16.0,19.6,Medium,0.72,100,31.2,Distinct base dish; GI/GL computed from sandwich recipe anchor.
BASE_0095,Rice Bowl Veg,Western mains,73,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,15.0,13.5,16.5,Medium,0.72,100,20.6,Distinct base dish; GI/GL computed from rice_bowl recipe anchor.
BASE_0096,Rice Bowl Chicken,Western mains,73,Conservative category-aligned GI from international GI tables (mixed-meal effect applied). GL computed from GI × available carbs per 100 g.,15.0,13.5,16.5,Medium,0.72,100,20.6,Distinct base dish; GI/GL computed from rice_bowl recipe anchor.
