food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
T2_0011,Proso millet (cooked),Grains & staples,55,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,12.65,10.75,14.55,Medium,0.86,100,23.0,Cooked millet grain.
T2_0012,Pearl millet (cooked),Grains & staples,58,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,13.34,10.67,16.01,Medium,0.85,100,23.0,Cooked bajra grain.
T2_0013,Sorghum (cooked),Grains & staples,57,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,13.11,10.49,15.73,Medium,0.85,100,23.0,Cooked jowar grain.
T2_0014,Ragi porridge (unsweetened),Grains & staples,40,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,4.8,3.84,5.76,Low,0.83,100,12.0,Diluted porridge; GL lower per 100g.
T2_0015,Bajra porridge (unsweetened),Grains & staples,55,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,6.6,5.28,7.92,Low,0.83,100,12.0,Diluted porridge; GL lower per 100g.
T2_0016,Jowar porridge (unsweetened),Grains & staples,52,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,6.24,4.99,7.49,Low,0.83,100,12.0,Diluted porridge; GL lower per 100g.
T2_0017,Ragi dosa (plain),Mixed meals,70,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,14.0,11.2,16.8,Medium,0.82,100,20.0,Batter-based; estimated.
T2_0018,Jowar dosa (plain),Mixed meals,72,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,14.4,11.52,17.28,Medium,0.82,100,20.0,Batter-based; estimated.
T2_0019,Bajra dosa (plain),Mixed meals,73,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,14.6,11.68,17.52,Medium,0.82,100,20.0,Batter-based; estimated.
T2_0020,Ragi idli (plain),Mixed meals,72,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,12.96,10.37,15.55,Medium,0.82,100,18.0,Steamed batter item; estimated.
T2_0021,Jowar idli (plain),Mixed meals,74,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,13.32,10.66,15.98,Medium,0.82,100,18.0,Steamed batter item; estimated.
T2_0022,Bajra idli (plain),Mixed meals,74,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,13.32,10.66,15.98,Medium,0.82,100,18.0,Steamed batter item; estimated.
T2_0023,Millet upma (foxtail millet),Mixed meals,55,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,11.0,8.8,13.2,Medium,0.81,100,20.0,Upma variant; recipe-based estimate.
T2_0024,"Millet pongal (ven pongal, millet)",Mixed meals,60,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,10.8,8.64,12.96,Medium,0.8,100,18.0,Pongal variant; recipe-based estimate.
T2_0025,Millet khichdi (millet + moong),Mixed meals,52,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.36,7.49,11.23,Low,0.79,100,18.0,Weighted GI method; recipe-based.
T2_0026,Foxtail millet lemon rice,Mixed meals,58,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,11.6,9.28,13.92,Medium,0.79,100,20.0,Seasoned millet dish; recipe-based.
T2_0027,Little millet curd rice,Mixed meals,50,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.0,7.2,10.8,Low,0.79,100,18.0,Dairy lowers GI; recipe-based.
T2_0028,Bajra khichdi (bajra + moong),Mixed meals,55,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.9,7.92,11.88,Low,0.79,100,18.0,Weighted GI; recipe-based.
T2_0029,Jowar upma,Mixed meals,58,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,11.6,9.28,13.92,Medium,0.81,100,20.0,Recipe-based estimate.
T2_0030,Ragi puttu (plain),Mixed meals,60,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,15.6,12.48,18.72,Medium,0.8,100,26.0,Steamed ragi preparation; carb density higher.
T2_0031,Jowar puttu (plain),Mixed meals,62,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,16.12,12.9,19.34,Medium,0.8,100,26.0,Steamed jowar preparation.
T2_0032,Bajra puttu (plain),Mixed meals,63,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,16.38,13.1,19.66,Medium,0.8,100,26.0,Steamed bajra preparation.
T2_0033,Millet idiyappam (plain),Mixed meals,68,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,19.04,15.23,22.85,High,0.8,100,28.0,String hoppers; estimate.
T2_0034,Millet appam (plain),Mixed meals,70,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,15.4,12.32,18.48,Medium,0.8,100,22.0,Fermented batter; estimate.
T2_0035,Millet pongal (sweet),Sweets & desserts,82,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,16.4,13.12,19.68,Medium,0.76,100,20.0,Sweetened millet dish; recipe-based.
T2_0036,Ragi malt (unsweetened),Beverages,45,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,3.6,2.88,4.32,Low,0.8,100,8.0,Unsweetened ragi malt; diluted beverage.
T2_0037,Ragi malt (sweetened),Beverages,65,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,7.8,6.24,9.36,Low,0.78,100,12.0,Sweetened; wider uncertainty.
T2_0038,Jowar porridge (sweetened),Grains & staples,70,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.8,7.84,11.76,Low,0.78,100,14.0,Sweetened porridge; estimate.
T2_0039,Bajra porridge (sweetened),Grains & staples,72,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,10.08,8.06,12.1,Medium,0.78,100,14.0,Sweetened porridge; estimate.
T2_0040,Chapati (whole wheat atta),Breads & flatbreads,60,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,25.2,21.42,28.98,High,0.88,100,42.0,Standard chapati; estimated per 100g cooked chapati.
T2_0041,Phulka (whole wheat),Breads & flatbreads,58,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,23.2,19.72,26.68,High,0.88,100,40.0,Lighter chapati; slightly lower carb density.
T2_0042,Tandoori roti (wheat),Breads & flatbreads,62,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,26.04,22.13,29.95,High,0.86,100,42.0,Similar to chapati; cooked in tandoor.
T2_0043,"Paratha (plain, unstuffed)",Breads & flatbreads,70,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,24.5,19.6,29.4,High,0.84,100,35.0,Added oil; recipe-based.
T2_0044,Aloo paratha,Breads & flatbreads,75,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,22.5,18.0,27.0,High,0.8,100,30.0,Stuffing changes density; recipe-based.
T2_0045,Gobhi paratha,Breads & flatbreads,72,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,20.16,16.13,24.19,High,0.8,100,28.0,Recipe-based.
T2_0046,Paneer paratha,Breads & flatbreads,70,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,17.5,14.0,21.0,Medium,0.8,100,25.0,Recipe-based; lower carbs than aloo.
T2_0047,Puri (fried wheat),Breads & flatbreads,80,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,30.4,24.32,36.48,High,0.82,100,38.0,Fried; recipe-based.
T2_0048,Bhatura,Breads & flatbreads,85,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,34.0,27.2,40.8,High,0.8,100,40.0,Fried refined flour; recipe-based.
T2_0049,Naan (plain),Breads & flatbreads,75,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,33.75,27.0,40.5,High,0.84,100,45.0,Refined flour bread; estimated.
T2_0050,Kulcha (plain),Breads & flatbreads,74,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,33.3,26.64,39.96,High,0.84,100,45.0,Refined flour bread; estimated.
T2_0051,Pav (plain),Breads & flatbreads,75,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,37.5,30.0,45.0,High,0.78,100,50.0,Refined bread; estimate.
T2_0052,"Bread (white, Indian bakery style)",Breads & flatbreads,70,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,34.3,27.44,41.16,High,0.78,100,49.0,Generic white bread; estimate.
T2_0053,Bread (brown/whole wheat),Breads & flatbreads,60,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,25.8,20.64,30.96,High,0.78,100,43.0,Generic whole wheat bread; estimate.
T2_0054,Dalia (broken wheat) cooked,Grains & staples,55,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,12.1,10.29,13.91,Medium,0.86,100,22.0,Cooked broken wheat.
T2_0055,Dalia porridge (plain),Grains & staples,50,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,6.0,4.8,7.2,Low,0.84,100,12.0,Diluted porridge; lower GL per 100g.
T2_0056,Suji upma (plain),Mixed meals,66,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,15.84,12.67,19.01,Medium,0.84,100,24.0,Semolina upma; recipe-based.
T2_0057,Suji upma (vegetable),Mixed meals,62,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,13.64,10.91,16.37,Medium,0.84,100,22.0,Vegetables reduce carb density.
T2_0058,Poha (plain),Mixed meals,55,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,13.75,11.0,16.5,Medium,0.85,100,25.0,Flattened rice cooked; estimate.
T2_0059,Poha (with peanuts),Mixed meals,50,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,11.0,8.8,13.2,Medium,0.84,100,22.0,Peanuts lower net GL.
T2_0060,Poha (with vegetables),Mixed meals,52,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,11.96,9.57,14.35,Medium,0.84,100,23.0,Vegetables lower carb density.
T2_0061,Upma (oats),Mixed meals,55,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.9,7.92,11.88,Low,0.8,100,18.0,Oats base; recipe-based.
T2_0062,Idli (plain),Mixed meals,77,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,15.4,12.32,18.48,Medium,0.85,100,20.0,Steamed batter; estimate.
T2_0063,Idli (rava),Mixed meals,70,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,14.0,11.2,16.8,Medium,0.82,100,20.0,Rava idli; estimate.
T2_0064,Dosa (plain),Mixed meals,76,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,18.24,14.59,21.89,Medium,0.85,100,24.0,Fermented batter; estimate.
T2_0065,Neer dosa,Mixed meals,72,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,17.28,13.82,20.74,Medium,0.82,100,24.0,Thin rice dosa; estimate.
T2_0066,Uttapam (plain),Mixed meals,74,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,16.28,13.02,19.54,Medium,0.83,100,22.0,Thicker dosa; recipe-based.
T2_0067,Masala dosa,Mixed meals,85,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,18.7,14.96,22.44,Medium,0.8,100,22.0,Potato filling; recipe-based.
T2_0068,Pesarattu (moong dosa),Mixed meals,55,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.9,7.92,11.88,Low,0.82,100,18.0,Moong-based; recipe-based.
T2_0069,Appam (plain),Mixed meals,72,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,15.84,12.67,19.01,Medium,0.82,100,22.0,Fermented rice batter; estimate.
T2_0070,Idiyappam (plain),Mixed meals,70,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,21.0,16.8,25.2,High,0.82,100,30.0,Rice flour noodles; higher carb density.
T2_0071,Puttu (plain),Mixed meals,72,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,23.04,18.43,27.65,High,0.82,100,32.0,Steamed rice flour; dense carbs.
T2_0072,Pongal (ven pongal),Mixed meals,60,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,10.8,8.64,12.96,Medium,0.8,100,18.0,Rice+moong; recipe-based.
T2_0073,Pongal (sweet),Sweets & desserts,85,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,17.0,13.6,20.4,Medium,0.76,100,20.0,Sweetened; recipe-based.
T2_0074,Lemon rice,Mixed meals,62,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,13.64,10.91,16.37,Medium,0.79,100,22.0,Seasoned rice; recipe-based.
T2_0075,Tamarind rice,Mixed meals,65,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,14.3,11.44,17.16,Medium,0.79,100,22.0,Seasoned rice; recipe-based.
T2_0076,Curd rice,Mixed meals,46,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.2,7.36,11.04,Low,0.79,100,20.0,Dairy lowers GI; recipe-based.
T2_0077,Jeera rice,Mixed meals,63,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,17.64,14.11,21.17,Medium,0.78,100,28.0,Rice-based dish; recipe-based.
T2_0078,"Moong dal (plain, cooked)",Pulses & legumes,32,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,4.48,3.81,5.15,Low,0.88,100,14.0,Plain dal; GL estimated per 100g cooked dal.
T2_0079,"Toor dal (plain, cooked)",Pulses & legumes,38,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,5.32,4.52,6.12,Low,0.88,100,14.0,Plain dal; estimated.
T2_0080,"Masoor dal (plain, cooked)",Pulses & legumes,30,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,4.2,3.57,4.83,Low,0.88,100,14.0,Plain dal; estimated.
T2_0081,"Chana dal (plain, cooked)",Pulses & legumes,35,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,4.9,4.17,5.63,Low,0.88,100,14.0,Plain dal; estimated.
T2_0082,"Urad dal (plain, cooked)",Pulses & legumes,40,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,5.6,4.76,6.44,Low,0.86,100,14.0,Plain dal; estimated.
T2_0083,Dal tadka (restaurant-style),Mixed meals,40,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,5.6,4.48,6.72,Low,0.8,100,14.0,Fat doesn’t change carbs much; estimated.
T2_0084,Rajma (cooked),Pulses & legumes,30,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,4.8,4.08,5.52,Low,0.86,100,16.0,Cooked kidney beans.
T2_0085,Chole (cooked),Pulses & legumes,33,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,5.28,4.49,6.07,Low,0.86,100,16.0,Cooked chickpeas.
T2_0086,Kala chana (cooked),Pulses & legumes,32,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,5.12,4.35,5.89,Low,0.86,100,16.0,Cooked kala chana.
T2_0087,Lobia (cooked),Pulses & legumes,36,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,5.76,4.9,6.62,Low,0.86,100,16.0,Cooked black-eyed peas.
T2_0088,Sprouted moong (steamed),Snacks,25,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,1.5,1.2,1.8,Low,0.84,100,6.0,Low carb per 100g; GL low.
T2_0089,Sprouted chana (steamed),Snacks,30,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,3.0,2.4,3.6,Low,0.84,100,10.0,Sprouts; moderate carbs.
T2_0090,Chana chaat (boiled chana + veg),Snacks,35,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,4.9,3.92,5.88,Low,0.82,100,14.0,Recipe-based; veg lowers carb density.
T2_0091,Moong dal chilla (plain),Mixed meals,42,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,8.4,6.72,10.08,Low,0.83,100,20.0,Pulse pancake; estimated.
T2_0092,Besan chilla (plain),Mixed meals,35,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,6.3,5.04,7.56,Low,0.83,100,18.0,Gram flour pancake; estimated.
T2_0093,Dhokla,Snacks,35,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,6.3,5.04,7.56,Low,0.82,100,18.0,Fermented gram snack; estimated.
T2_0094,Khaman,Snacks,40,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,7.2,5.76,8.64,Low,0.82,100,18.0,Similar to dhokla; estimated.
T2_0095,Medu vada (plain),Snacks,75,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,16.5,13.2,19.8,Medium,0.8,100,22.0,Fried urad batter; recipe-based.
T2_0096,Sambar (plain),Mixed meals,35,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,2.45,1.96,2.94,Low,0.8,100,7.0,Mostly lentils+veg; low carbs per 100g.
T2_0097,Rasam (plain),Mixed meals,30,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,1.2,0.96,1.44,Low,0.8,100,4.0,Very low carbs per 100g.
T2_0098,Kadhi (curd + besan),Mixed meals,35,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,2.8,2.24,3.36,Low,0.8,100,8.0,Lower carbs; recipe-based.
T2_0099,"Rice + dal (1:1, cooked)",Mixed meals,58,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,10.44,8.35,12.53,Medium,0.79,100,18.0,Weighted GI method; home-style ratio.
T2_0100,"Kadhi rice (1:1, cooked)",Mixed meals,55,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.9,7.92,11.88,Low,0.78,100,18.0,Weighted GI method; recipe-based.
T2_0101,"Rajma chawal (1:1, cooked)",Mixed meals,58,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,11.6,9.28,13.92,Medium,0.78,100,20.0,Weighted GI method; recipe-based.
T2_0102,"Chole chawal (1:1, cooked)",Mixed meals,60,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,12.0,9.6,14.4,Medium,0.78,100,20.0,Weighted GI method; recipe-based.
T2_0103,"Lobia chawal (1:1, cooked)",Mixed meals,58,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,11.6,9.28,13.92,Medium,0.78,100,20.0,Weighted GI method; recipe-based.
T2_0104,Khichdi (rice + moong dal),Mixed meals,52,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.36,7.49,11.23,Low,0.78,100,18.0,Standard home khichdi; recipe-based.
T2_0105,Vegetable khichdi,Mixed meals,50,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,8.0,6.4,9.6,Low,0.78,100,16.0,Veg lowers carb density; recipe-based.
T2_0106,Sambar rice,Mixed meals,55,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.9,7.92,11.88,Low,0.78,100,18.0,Weighted GI rice+sambar; recipe-based.
T2_0107,Rasam rice,Mixed meals,58,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,11.6,9.28,13.92,Medium,0.78,100,20.0,Weighted GI rice+rasam; recipe-based.
T2_0108,Boiled corn chaat,Snacks,55,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.9,7.92,11.88,Low,0.8,100,18.0,Boiled sweet corn with veg.
T2_0109,Roasted peanuts,Snacks,15,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,1.05,0.84,1.26,Low,0.84,100,7.0,Low GI; low net carbs per 100g.
T2_0110,Boiled peanuts,Snacks,25,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,2.75,2.2,3.3,Low,0.84,100,11.0,Moderate carbs per 100g.
T2_0111,Roasted chana (bhuna chana),Snacks,25,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,8.75,7.0,10.5,Low,0.82,100,35.0,Dry roasted; carb-dense per 100g.
T2_0112,Makhana (roasted),Snacks,35,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,19.25,15.4,23.1,High,0.8,100,55.0,Dry snack; carb-dense per 100g.
T2_0113,Murmura (puffed rice),Snacks,80,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,64.0,51.2,76.8,High,0.8,100,80.0,Very carb-dense per 100g.
T2_0114,"Bhel (plain, no sev)",Snacks,70,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,31.5,25.2,37.8,High,0.78,100,45.0,Puffed rice-based; recipe estimate.
T2_0115,"Chivda (poha mix, plain)",Snacks,65,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,35.75,28.6,42.9,High,0.78,100,55.0,Dry snack; recipe-based.
T2_0116,Samosa (potato),Snacks,75,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,21.0,16.8,25.2,High,0.78,100,28.0,Fried + potato; recipe-based.
T2_0117,Kachori (dal),Snacks,78,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,23.4,18.72,28.08,High,0.78,100,30.0,Fried; recipe-based.
T2_0118,Pani puri (normalized to 100g),Snacks,80,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,28.0,22.4,33.6,High,0.78,100,35.0,Fried shells; recipe-based.
T2_0119,Dabeli (normalized to 100g),Snacks,75,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,24.0,19.2,28.8,High,0.78,100,32.0,Bread + potato + chutney; recipe-based.
T2_0120,Vada pav (normalized to 100g),Snacks,78,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,23.4,18.72,28.08,High,0.78,100,30.0,Bread + potato vada; recipe-based.
T2_0121,Pav bhaji (normalized to 100g),Snacks,65,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,13.0,10.4,15.6,Medium,0.78,100,20.0,Mashed potato base; recipe-based.
T2_0122,Bhel puri (with sev),Snacks,75,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,37.5,30.0,45.0,High,0.78,100,50.0,Sev increases carbs; recipe-based.
T2_0123,Sev poha,Snacks,70,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,38.5,30.8,46.2,High,0.78,100,55.0,Dry snack; recipe-based.
