food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
WEST_BASE_0016,Pizza Double Cheese,"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.4,27.8,45.0,High,0.7,100,51.4,Archetype: pizza_cheese. Confidence reflects recipe variability for this dish family.
WEST_BASE_0017,Pizza Double Cheese (pan pizza),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.9,27.3,44.5,High,0.69,100,50.8,Archetype: pizza_pan. Confidence reflects recipe variability for this dish family.
WEST_BASE_0018,Pizza Farmhouse,"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.2,28.0,44.4,High,0.72,100,51.3,Archetype: pizza_plain. Confidence reflects recipe variability for this dish family.
WEST_BASE_0019,Pizza Farmhouse (pan pizza),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.5,27.8,45.2,High,0.69,100,51.6,Archetype: pizza_pan. Confidence reflects recipe variability for this dish family.
WEST_BASE_0020,Pizza Farmhouse (thin crust),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.1,27.6,44.6,High,0.7,100,51.1,Archetype: pizza_thin. Confidence reflects recipe variability for this dish family.
WEST_BASE_0021,Pizza Four Cheese,"Western foods (India, base dishes)",70.6,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.1,27.6,44.6,High,0.7,100,51.1,Archetype: pizza_cheese. Confidence reflects recipe variability for this dish family.
WEST_BASE_0022,Pizza Four Cheese (pan pizza),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.6,27.8,45.4,High,0.69,100,51.7,Archetype: pizza_pan. Confidence reflects recipe variability for this dish family.
WEST_BASE_0023,Pizza Jalapeno,"Western foods (India, base dishes)",70.6,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.0,27.9,44.1,High,0.72,100,51.0,Archetype: pizza_veg. Confidence reflects recipe variability for this dish family.
WEST_BASE_0024,Pizza Jalapeno (pan pizza),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.0,27.4,44.6,High,0.69,100,50.9,Archetype: pizza_pan. Confidence reflects recipe variability for this dish family.
WEST_BASE_0025,Pizza Jalapeno (thin crust),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.8,27.4,44.2,High,0.7,100,50.6,Archetype: pizza_thin. Confidence reflects recipe variability for this dish family.
WEST_BASE_0026,Pizza Keema,"Western foods (India, base dishes)",70.6,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.2,27.9,44.5,High,0.71,100,51.2,Archetype: pizza_meat. Confidence reflects recipe variability for this dish family.
WEST_BASE_0027,Pizza Keema (pan pizza),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.7,27.9,45.5,High,0.69,100,51.8,Archetype: pizza_pan. Confidence reflects recipe variability for this dish family.
WEST_BASE_0028,Pizza Keema (thin crust),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.9,27.5,44.3,High,0.7,100,50.7,Archetype: pizza_thin. Confidence reflects recipe variability for this dish family.
WEST_BASE_0029,Pizza Margherita,"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.4,28.2,44.6,High,0.72,100,51.6,Archetype: pizza_plain. Confidence reflects recipe variability for this dish family.
WEST_BASE_0030,Pizza Margherita (pan pizza),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.0,27.4,44.6,High,0.69,100,51.0,Archetype: pizza_pan. Confidence reflects recipe variability for this dish family.
WEST_BASE_0031,Pizza Margherita (thin crust),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.7,27.3,44.1,High,0.7,100,50.5,Archetype: pizza_thin. Confidence reflects recipe variability for this dish family.
WEST_BASE_0032,Pizza Mexican Veg,"Western foods (India, base dishes)",70.6,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.3,28.1,44.5,High,0.72,100,51.5,Archetype: pizza_veg. Confidence reflects recipe variability for this dish family.
WEST_BASE_0033,Pizza Mexican Veg (pan pizza),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.6,27.1,44.1,High,0.69,100,50.4,Archetype: pizza_pan. Confidence reflects recipe variability for this dish family.
WEST_BASE_0034,Pizza Mexican Veg (thin crust),"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.8,27.4,44.2,High,0.7,100,50.6,Archetype: pizza_thin. Confidence reflects recipe variability for this dish family.
WEST_BASE_0035,Pizza Mushroom,"Western foods (India, base dishes)",70.6,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.7,28.4,45.0,High,0.72,100,52.0,Archetype: pizza_veg. Confidence reflects recipe variability for this dish family.
WEST_BASE_0036,Pizza Mushroom (pan pizza),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.5,27.8,45.2,High,0.69,100,51.7,Archetype: pizza_pan. Confidence reflects recipe variability for this dish family.
WEST_BASE_0037,Pizza Mushroom (thin crust),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.7,27.3,44.1,High,0.7,100,50.4,Archetype: pizza_thin. Confidence reflects recipe variability for this dish family.
WEST_BASE_0038,Pizza Olive,"Western foods (India, base dishes)",70.6,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.6,28.3,44.9,High,0.72,100,51.9,Archetype: pizza_veg. Confidence reflects recipe variability for this dish family.
WEST_BASE_0039,Pizza Olive (pan pizza),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.8,27.2,44.4,High,0.69,100,50.7,Archetype: pizza_pan. Confidence reflects recipe variability for this dish family.
WEST_BASE_0040,Pizza Olive (thin crust),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.6,27.2,44.0,High,0.7,100,50.3,Archetype: pizza_thin. Confidence reflects recipe variability for this dish family.
WEST_BASE_0041,Pizza Paneer Tikka,"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.5,27.0,44.0,High,0.69,100,50.2,Archetype: pizza_pan. Confidence reflects recipe variability for this dish family.
WEST_BASE_0042,Pizza Paneer Tikka (pan pizza),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.7,27.9,45.5,High,0.69,100,51.9,Archetype: pizza_pan. Confidence reflects recipe variability for this dish family.
WEST_BASE_0043,Pizza Paneer Tikka (thin crust),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.0,27.5,44.5,High,0.7,100,50.8,Archetype: pizza_thin. Confidence reflects recipe variability for this dish family.
WEST_BASE_0044,Pizza Pepperoni,"Western foods (India, base dishes)",70.6,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.8,28.3,45.3,High,0.71,100,52.1,Archetype: pizza_meat. Confidence reflects recipe variability for this dish family.
WEST_BASE_0045,Pizza Pepperoni (pan pizza),"Western foods (India, base dishes)",70.7,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.8,28.0,45.6,High,0.69,100,52.0,Archetype: pizza_pan. Confidence reflects recipe variability for this dish family.
WEST_BASE_0046,Burger BBQ Chicken,"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.9,28.3,43.5,High,0.75,100,50.7,Archetype: burger_meat. Confidence reflects recipe variability for this dish family.
WEST_BASE_0047,Burger BBQ Chicken (cheese),"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.0,28.2,43.8,High,0.74,100,50.8,Archetype: burger_cheese. Confidence reflects recipe variability for this dish family.
WEST_BASE_0048,Burger Chicken,"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.9,28.3,43.5,High,0.75,100,50.8,Archetype: burger_meat. Confidence reflects recipe variability for this dish family.
WEST_BASE_0049,Burger Chicken (cheese),"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.8,28.0,43.6,High,0.74,100,50.5,Archetype: burger_cheese. Confidence reflects recipe variability for this dish family.
WEST_BASE_0050,Burger Chicken (double cheese),"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.0,28.0,44.0,High,0.73,100,50.9,Archetype: burger_double. Confidence reflects recipe variability for this dish family.
WEST_BASE_0051,Burger Chicken (double patty),"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.7,27.8,43.6,High,0.73,100,50.4,Archetype: burger_double. Confidence reflects recipe variability for this dish family.
WEST_BASE_0052,Burger Crispy Chicken,"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.2,28.5,43.9,High,0.75,100,51.1,Archetype: burger_meat. Confidence reflects recipe variability for this dish family.
WEST_BASE_0053,Burger Crispy Chicken (cheese),"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.1,28.3,43.9,High,0.74,100,50.9,Archetype: burger_cheese. Confidence reflects recipe variability for this dish family.
WEST_BASE_0054,Burger Fish,"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.4,28.7,44.1,High,0.75,100,51.4,Archetype: burger_meat. Confidence reflects recipe variability for this dish family.
WEST_BASE_0055,Burger Fish (cheese),"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.6,27.9,43.3,High,0.74,100,50.3,Archetype: burger_cheese. Confidence reflects recipe variability for this dish family.
WEST_BASE_0056,Burger Mushroom,"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.3,28.6,44.0,High,0.75,100,51.2,Archetype: burger_veg. Confidence reflects recipe variability for this dish family.
WEST_BASE_0057,Burger Mushroom (cheese),"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.5,27.8,43.2,High,0.74,100,50.2,Archetype: burger_cheese. Confidence reflects recipe variability for this dish family.
WEST_BASE_0058,Burger Paneer,"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.9,28.3,43.5,High,0.75,100,50.6,Archetype: burger_veg. Confidence reflects recipe variability for this dish family.
WEST_BASE_0059,Burger Paneer (cheese),"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.5,28.6,44.4,High,0.74,100,51.5,Archetype: burger_cheese. Confidence reflects recipe variability for this dish family.
WEST_BASE_0060,Burger Spicy Veg,"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.5,28.0,43.0,High,0.75,100,50.1,Archetype: burger_veg. Confidence reflects recipe variability for this dish family.
WEST_BASE_0061,Burger Spicy Veg (cheese),"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.4,28.5,44.3,High,0.74,100,51.3,Archetype: burger_cheese. Confidence reflects recipe variability for this dish family.
WEST_BASE_0062,Burger Veg,"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.6,28.0,43.2,High,0.75,100,50.2,Archetype: burger_veg. Confidence reflects recipe variability for this dish family.
WEST_BASE_0063,Burger Veg (cheese),"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.2,28.3,44.1,High,0.74,100,51.2,Archetype: burger_cheese. Confidence reflects recipe variability for this dish family.
WEST_BASE_0064,Burger Veg (double cheese),"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.1,28.1,44.1,High,0.73,100,51.1,Archetype: burger_double. Confidence reflects recipe variability for this dish family.
WEST_BASE_0065,Burger Veg (double patty),"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.4,27.6,43.2,High,0.73,100,50.0,Archetype: burger_double. Confidence reflects recipe variability for this dish family.
WEST_BASE_0066,Slider Burger Chicken,"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.5,28.7,44.3,High,0.75,100,51.6,Archetype: burger_meat. Confidence reflects recipe variability for this dish family.
WEST_BASE_0067,Slider Burger Veg,"Western foods (India, base dishes)",70.8,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.3,27.8,42.8,High,0.75,100,49.9,Archetype: burger_veg. Confidence reflects recipe variability for this dish family.
WEST_BASE_0068,Breadsticks,"Western foods (India, base dishes)",70.9,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.8,28.4,43.2,High,0.76,100,50.5,Archetype: sandwich_veg. Confidence reflects recipe variability for this dish family.
WEST_BASE_0069,Cheese Garlic Bread,"Western foods (India, base dishes)",70.9,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.9,28.3,43.5,High,0.75,100,50.6,Archetype: sandwich_cheese. Confidence reflects recipe variability for this dish family.
WEST_BASE_0070,Club Sandwich,"Western foods (India, base dishes)",70.9,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.0,28.3,43.6,High,0.75,100,50.8,Archetype: sandwich_club. Confidence reflects recipe variability for this dish family.
WEST_BASE_0071,Garlic Bread,"Western foods (India, base dishes)",70.9,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.5,28.1,42.9,High,0.76,100,50.1,Archetype: sandwich_veg. Confidence reflects recipe variability for this dish family.
WEST_BASE_0072,Grilled Cheese Sandwich,"Western foods (India, base dishes)",70.9,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.1,28.4,43.8,High,0.75,100,50.9,Archetype: sandwich_cheese. Confidence reflects recipe variability for this dish family.
WEST_BASE_0073,Grilled Sandwich BBQ Chicken,"Western foods (India, base dishes)",70.9,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,34.7,27.5,41.9,High,0.76,100,49.0,Archetype: sandwich_meat. Confidence reflects recipe variability for this dish family.
WEST_BASE_0074,Grilled Sandwich Cheese Corn,"Western foods (India, base dishes)",70.9,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,36.1,28.4,43.8,High,0.75,100,51.0,Archetype: sandwich_cheese. Confidence reflects recipe variability for this dish family.
WEST_BASE_0075,Grilled Sandwich Chicken,"Western foods (India, base dishes)",70.9,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.9,28.4,43.4,High,0.76,100,50.7,Archetype: sandwich_meat. Confidence reflects recipe variability for this dish family.
WEST_BASE_0076,Grilled Sandwich Chicken Mayo,"Western foods (India, base dishes)",70.9,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.7,28.3,43.1,High,0.76,100,50.4,Archetype: sandwich_meat. Confidence reflects recipe variability for this dish family.
WEST_BASE_0077,Grilled Sandwich Corn,"Western foods (India, base dishes)",70.9,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.6,28.2,43.0,High,0.76,100,50.2,Archetype: sandwich_veg. Confidence reflects recipe variability for this dish family.
WEST_BASE_0078,Grilled Sandwich Cucumber,"Western foods (India, base dishes)",70.9,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.4,28.0,42.8,High,0.76,100,50.0,Archetype: sandwich_veg. Confidence reflects recipe variability for this dish family.
WEST_BASE_0079,Grilled Sandwich Cucumber Cheese,"Western foods (India, base dishes)",70.9,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.4,27.9,42.9,High,0.75,100,49.9,Archetype: sandwich_cheese. Confidence reflects recipe variability for this dish family.
WEST_BASE_0080,Grilled Sandwich Egg,"Western foods (India, base dishes)",70.9,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.7,28.3,43.1,High,0.76,100,50.3,Archetype: sandwich_meat. Confidence reflects recipe variability for this dish family.
WEST_BASE_0081,Grilled Sandwich Egg Mayo,"Western foods (India, base dishes)",70.9,Recipe-anchored estimate: carb-weighted GI using ingredient anchors (grain/pasta/rice/potato/sugar/milk) and carb-density archetypes (toppings displace carb per 100 g).,35.5,28.1,42.9,High,0.76,100,50.0,Archetype: sandwich_meat. Confidence reflects recipe variability for this dish family.
